date;train;way;station;hour;composition;p1q0;p2q0;p3q0;p0q1;p0q2;p0q3;p0q0
03/07/2019;13;0;AI;06:00:00;2;0.302;0.1468;0.148;0.091;0.057;0.043;0.13444
04/07/2019;13;0;AI;06:00:00;2;0.294;0.14476;0.239;0.072;0.039;0.033;0.0954399999999999
05/07/2019;13;0;AI;06:00:00;2;0.268;0.094;0.209;0.092;0.06;0.038;0.1328
28/05/2019;13;0;AI;06:00:00;2;0.1;0.285;0.2045078125;0.105;0.066;0.057;0.14932
05/06/2019;13;0;AI;06:00:00;2;0.091;0.298;0.2041640625;0.118;0.088;0.036;0.1786799999999999
21/05/2019;13;0;AJ;07:00:00;2;0.277;0.242;0.1955;0.104;0.152;0.176;0.22599
22/05/2019;13;0;AJ;07:00:00;2;0.275;0.27625;0.206333333333333;0.106;0.151;0.164;0.2147799999999999
23/05/2019;13;0;AJ;07:00:00;2;0.2798;0.258;0.253;0.093;0.139;0.152;0.2003600000000001
27/05/2019;13;0;AJ;07:00:00;2;0.245;0.245;0.257;0.093;0.139;0.158;0.2081599999999999
29/05/2019;13;0;AJ;07:00:00;2;0.26;0.216;0.241;0.085;0.13;0.15;0.19678
03/06/2019;13;0;AJ;07:00:00;2;0.263;0.2654;0.213;0.078;0.131;0.151;0.19815
04/06/2019;13;0;AJ;07:00:00;2;0.239;0.228;0.234;0.078;0.118;0.145;0.1806399999999999
06/06/2019;13;0;AJ;07:00:00;2;0.26;0.217;0.245;0.087;0.142;0.164;0.2162899999999998
07/06/2019;13;0;AJ;07:00:00;2;0.222;0.272;0.203;0.074;0.111;0.119;0.14845
11/06/2019;13;0;AJ;07:00:00;2;0.278;0.27625;0.238;0.096;0.15;0.166;0.2157499999999999
12/06/2019;13;0;AJ;07:00:00;2;0.242;0.245;0.2225;0.105;0.146;0.162;0.2140499999999998
14/06/2019;13;0;AJ;07:00:00;2;0.246;0.215;0.24;0.091;0.134;0.157;0.2091100000000002
17/06/2019;13;0;AJ;07:00:00;2;0.284;0.241;0.245;0.086;0.129;0.156;0.2020400000000001
18/06/2019;13;0;AJ;07:00:00;2;0.272;0.237;0.249;0.089;0.142;0.168;0.2203899999999999
19/06/2019;13;0;AJ;07:00:00;2;0.2798;0.253;0.24;0.087;0.142;0.161;0.2142499999999999
21/06/2019;13;0;AJ;07:00:00;2;0.261;0.233;0.279;0.076;0.121;0.145;0.19063
24/06/2019;13;0;AJ;07:00:00;2;0.243;0.226;0.228;0.097;0.129;0.146;0.19161
25/06/2019;13;0;AJ;07:00:00;2;0.255;0.228;0.2242;0.146;0.214;0.259;0.2823500000000002
26/06/2019;13;0;AJ;07:00:00;2;0.2722;0.293;0.23575;0.088;0.133;0.155;0.2081700000000002
27/06/2019;13;0;AJ;07:00:00;2;0.292;0.239;0.2168;0.148;0.19;0.226;0.2644100000000002
28/06/2019;13;0;AJ;07:00:00;2;0.289;0.248;0.188;0.081;0.107;0.118;0.14584
01/07/2019;13;0;AJ;07:00:00;2;0.226;0.242;0.242;0.082;0.123;0.145;0.1924
02/07/2019;13;0;AJ;07:00:00;2;0.27364;0.24;0.21431;0.093;0.145;0.166;0.2141999999999999
03/07/2019;13;0;AJ;07:00:00;2;0.303;0.2;0.217;0.091;0.122;0.136;0.18662
04/07/2019;13;0;AJ;07:00:00;2;0.293;0.313;0.228;0.072;0.095;0.111;0.13087
05/07/2019;13;0;AJ;07:00:00;2;0.265;0.255;0.23;0.092;0.123;0.148;0.193
28/05/2019;13;0;AJ;07:00:00;2;0.321;0.261;0.227;0.105;0.155;0.176;0.2268699999999999
05/06/2019;13;0;AJ;07:00:00;2;0.349;0.281;0.23364;0.118;0.162;0.182;0.22723
21/05/2019;13;0;AK;06:00:00;2;0.233;0.051;0.151;0.049;0.042;0.027;0.0630099999999999
22/05/2019;13;0;AK;06:00:00;2;0.238;0.044;0.138354166666667;0.046;0.037;0.024;0.0615
23/05/2019;13;0;AK;06:00:00;2;0.2002;0.048;0.158;0.043;0.033;0.021;0.0588099999999999
27/05/2019;13;0;AK;06:00:00;2;0.248;0.047;0.152;0.051;0.04;0.025;0.06312
29/05/2019;13;0;AK;06:00:00;2;0.223;0.049;0.148;0.035;0.028;0.019;0.05723
03/06/2019;13;0;AK;06:00:00;2;0.248;0.053;0.138354166666667;0.042;0.033;0.024;0.06427
04/06/2019;13;0;AK;06:00:00;2;0.206;0.147;0.114;0.031;0.027;0.019;0.05721
06/06/2019;13;0;AK;06:00:00;2;0.225;0.15;0.114;0.043;0.031;0.022;0.06088
07/06/2019;13;0;AK;06:00:00;2;0.201;0.054;0.167;0.031;0.024;0.017;0.0467899999999999
11/06/2019;13;0;AK;06:00:00;2;0.249;0.059;0.114;0.047;0.04;0.025;0.0617300000000001
12/06/2019;13;0;AK;06:00:00;2;0.223;0.043;0.147;0.047;0.041;0.027;0.0615
14/06/2019;13;0;AK;06:00:00;2;0.215;0.047;0.146;0.041;0.034;0.02;0.06118
17/06/2019;13;0;AK;06:00:00;2;0.241;0.043;0.161;0.045;0.039;0.027;0.06033
18/06/2019;13;0;AK;06:00:00;2;0.248;0.164;0.170666666666667;0.048;0.04;0.025;0.05775
19/06/2019;13;0;AK;06:00:00;2;0.2002;0.056;0.153;0.039;0.033;0.02;0.06523
21/06/2019;13;0;AK;06:00:00;2;0.217;0.047;0.136;0.039;0.03;0.015;0.05822
24/06/2019;13;0;AK;06:00:00;2;0.204;0.054;0.162;0.044;0.034;0.027;0.0582199999999999
25/06/2019;13;0;AK;06:00:00;2;0.237;0.039;0.141416666666667;0.124;0.105;0.068;0.21334
26/06/2019;13;0;AK;06:00:00;2;0.194;0.03;0.17;0.043;0.034;0.022;0.0561499999999999
27/06/2019;13;0;AK;06:00:00;2;0.241;0.053;0;0.09;0.079;0.049;0.12925
28/06/2019;13;0;AK;06:00:00;2;0.253;0.035;0.135020833333333;0.041;0.034;0.02;0.06307
01/07/2019;13;0;AK;06:00:00;2;0.219;0.036;0.17;0.034;0.028;0.015;0.05138
02/07/2019;13;0;AK;06:00:00;2;0.194;0.003;0.169;0.041;0.03;0.019;0.05297
03/07/2019;13;0;AK;06:00:00;2;0.246;0.0684;0.139;0.043;0.035;0.021;0.06239
04/07/2019;13;0;AK;06:00:00;2;0.265;0.1212;0.189;0.033;0.029;0.02;0.0510599999999999
05/07/2019;13;0;AK;06:00:00;2;0.256;0.028;0.173;0.038;0.032;0.016;0.05276
28/05/2019;13;0;AK;06:00:00;2;0.05;0.217;0.1516875;0.057;0.044;0.031;0.0735299999999999
05/06/2019;13;0;AK;06:00:00;2;0.039;0.235;0.124204166666667;0.036;0.028;0.016;0.05621
21/05/2019;13;0;AL;06:00:00;2;0.029;0.174;0.191;0.042;0.027;NA;0.0524605005691918
22/05/2019;13;0;AL;06:00:00;2;0.027;0.1882;0.1839932;0.037;0.024;NA;0.0467873233094427
23/05/2019;13;0;AL;06:00:00;2;0.026;0.159;0.187;0.033;0.021;NA;0.0422487815016435
27/05/2019;13;0;AL;06:00:00;2;0.028;0.147;0.196;0.04;0.025;NA;0.0501912296652922
29/05/2019;13;0;AL;06:00:00;2;0.028;0.144;0.174;0.028;0.019;NA;0.0365756042418945
03/06/2019;13;0;AL;06:00:00;2;0.032;0.1882;0.1839932;0.033;0.024;NA;0.0422487815016435
04/06/2019;13;0;AL;06:00:00;2;0.157;0.175;0.1842;0.027;0.019;NA;0.0354409687899447
06/06/2019;13;0;AL;06:00:00;2;0.162;0.175;0.1858;0.031;0.022;NA;0.0399795105977439
07/06/2019;13;0;AL;06:00:00;2;0.028;0.141;0.183;0.024;0.017;NA;0.0320370624340953
11/06/2019;13;0;AL;06:00:00;2;0.029;0.164;0.1858;0.04;0.025;NA;0.0501912296652922
12/06/2019;13;0;AL;06:00:00;2;0.035;0.1882;0.179;0.041;0.027;NA;0.051325865117242
14/06/2019;13;0;AL;06:00:00;2;0.154;0.186;0.1842;0.034;0.02;NA;0.0433834169535933
17/06/2019;13;0;AL;06:00:00;2;0.028;0.183;0.185;0.039;0.027;NA;0.0490565942133424
18/06/2019;13;0;AL;06:00:00;2;0.169;0.2;0.1842;0.04;0.025;NA;0.0501912296652922
19/06/2019;13;0;AL;06:00:00;2;0.033;0.143;0.176;0.033;0.02;NA;0.0422487815016435
21/06/2019;13;0;AL;06:00:00;2;0.033;0.149;0.164;0.03;0.015;NA;0.0388448751457941
24/06/2019;13;0;AL;06:00:00;2;0.03;0.165;0.198;0.034;0.027;NA;0.0433834169535933
25/06/2019;13;0;AL;06:00:00;2;0.0524;0.15225;0.17864;0.105;0.068;NA;0.1239425340420295
26/06/2019;13;0;AL;06:00:00;2;0.157;0.21;0.182528;0.034;0.022;NA;0.0433834169535933
27/06/2019;13;0;AL;06:00:00;2;0.19;0.257;0.1786;0.079;0.049;NA;0.0944420122913346
28/06/2019;13;0;AL;06:00:00;2;0.14;0.16005;0.18475;0.034;0.02;NA;0.0433834169535933
01/07/2019;13;0;AL;06:00:00;2;0.025;0.1882;0.195;0.028;0.015;NA;0.0365756042418945
02/07/2019;13;0;AL;06:00:00;2;0.162;0.198;0.182528;0.03;0.019;NA;0.0388448751457941
03/07/2019;13;0;AL;06:00:00;2;0.159;0.156;0.18491;0.035;0.021;NA;0.0445180524055432
04/07/2019;13;0;AL;06:00:00;2;0.158;0.212;0.182528;0.029;0.02;NA;0.0377102396938443
05/07/2019;13;0;AL;06:00:00;2;0.0596;0.198;0.17752;0.032;0.016;NA;0.0411141460496937
28/05/2019;13;0;AL;06:00:00;2;0.025;0.152;0.181;0.044;0.031;NA;0.0547297714730914
05/06/2019;13;0;AL;06:00:00;2;0.019;0.141;0.176;0.028;0.016;NA;0.0365756042418945
21/05/2019;13;0;AO;06:00:00;2;0.022;0.16;0.18;0.027;NA;NA;0.0430335998535156
22/05/2019;13;0;AO;06:00:00;2;0.023;0.1752;0.17418;0.024;NA;NA;0.0371818542480468
23/05/2019;13;0;AO;06:00:00;2;0.022;0.15;0.178;0.021;NA;NA;0.0352897644042968
27/05/2019;13;0;AO;06:00:00;2;0.022;0.137;0.189;0.025;NA;NA;0.0393562316894531
29/05/2019;13;0;AO;06:00:00;2;0.021;0.136;0.166;0.019;NA;NA;0.0313224792480468
03/06/2019;13;0;AO;06:00:00;2;0.024;0.1752;0.17418;0.024;NA;NA;0.0383262634277343
04/06/2019;13;0;AO;06:00:00;2;0.143;0.169;0.1745;0.019;NA;NA;0.0349388122558593
06/06/2019;13;0;AO;06:00:00;2;0.153;0.163;0.1745;0.022;NA;NA;0.0375480651855468
07/06/2019;13;0;AO;06:00:00;2;0.023;0.133;0.171;0.017;NA;NA;0.0284004211425781
11/06/2019;13;0;AO;06:00:00;2;0.021;0.153;0.1745;0.025;NA;NA;0.0407142639160156
12/06/2019;13;0;AO;06:00:00;2;0.026;0.1752;0.168;0.027;NA;NA;0.0406074523925781
14/06/2019;13;0;AO;06:00:00;2;0.146;0.175;0.1745;0.02;NA;NA;0.0329780578613281
17/06/2019;13;0;AO;06:00:00;2;0.024;0.17;0.176;0.027;NA;NA;0.0417289733886718
18/06/2019;13;0;AO;06:00:00;2;0.162;0.188;0.1745;0.025;NA;NA;0.0419960021972656
19/06/2019;13;0;AO;06:00:00;2;0.028;0.136;0.162;0.02;NA;NA;0.0325126647949218
21/06/2019;13;0;AO;06:00:00;2;0.029;0.141;0.154;0.015;NA;NA;0.0261573791503906
24/06/2019;13;0;AO;06:00:00;2;0.025;0.156;0.188;0.027;NA;NA;0.0417213439941406
25/06/2019;13;0;AO;06:00:00;2;0.02;0.14575;0.17175;0.068;NA;NA;0.0896568298339843
26/06/2019;13;0;AO;06:00:00;2;0.147;0.193;0.17395;0.022;NA;NA;0.0359840393066406
27/06/2019;13;0;AO;06:00:00;2;0.173;0.247;0.172;0.049;NA;NA;0.0687294006347656
28/06/2019;13;0;AO;06:00:00;2;0.131;0.1446;0.1715;0.02;NA;NA;0.0327491760253906
01/07/2019;13;0;AO;06:00:00;2;0.022;0.1752;0.185;0.015;NA;NA;0.0280799865722656
02/07/2019;13;0;AO;06:00:00;2;0.149;0.184;0.17395;0.019;NA;NA;0.0350379943847656
03/07/2019;13;0;AO;06:00:00;2;0.148;0.145;0.174;0.021;NA;NA;0.0346946716308593
04/07/2019;13;0;AO;06:00:00;2;0.149;0.196;0.17395;0.02;NA;NA;0.0353355407714843
05/07/2019;13;0;AO;06:00:00;2;0.0212;0.184;0.16715;0.016;NA;NA;0.0274009704589843
28/05/2019;13;0;AO;06:00:00;2;0.021;0.144;0.172;0.031;NA;NA;0.0475120544433593
05/06/2019;13;0;AO;06:00:00;2;0.014;0.13;0.165;0.016;NA;NA;0.0278282165527343
21/05/2019;13;0;AQ;07:00:00;2;0.118;0.196;0.222;0.104;0.152;0.067;0.1800099999999999
22/05/2019;13;0;AQ;07:00:00;2;0.106;0.2;0.274;0.106;0.151;0.068;0.1764099999999999
23/05/2019;13;0;AQ;07:00:00;2;0.112;0.195;0.229;0.093;0.139;0.054;0.1636599999999999
27/05/2019;13;0;AQ;07:00:00;2;0.106;0.17;0.223;0.093;0.139;0.066;0.16148
29/05/2019;13;0;AQ;07:00:00;2;0.118;0.189;0.202;0.085;0.13;0.056;0.1536199999999999
03/06/2019;13;0;AQ;07:00:00;2;0.102;0.1972;0.318;0.078;0.131;0.049;0.1529499999999999
04/06/2019;13;0;AQ;07:00:00;2;0.182;0.216;0.24525;0.078;0.118;0.05;0.1395199999999999
06/06/2019;13;0;AQ;07:00:00;2;0.18;0.203;0.252666666666667;0.087;0.142;0.06;0.1625199999999999
07/06/2019;13;0;AQ;07:00:00;2;0.136;0.166;0.243;0.074;0.111;0.041;0.1293699999999999
11/06/2019;13;0;AQ;07:00:00;2;0.121;0.175;0.257305555555556;0.096;0.15;0.063;0.1720999999999999
12/06/2019;13;0;AQ;07:00:00;2;0.119;0.1938;0.211;0.105;0.146;0.063;0.1745799999999998
14/06/2019;13;0;AQ;07:00:00;2;0.125;0.174;0.198;0.091;0.134;0.061;0.1530099999999998
17/06/2019;13;0;AQ;07:00:00;2;0.106;0.224;0.222;0.086;0.129;0.05;0.1496499999999998
18/06/2019;13;0;AQ;07:00:00;2;0.2;0.223;0.24525;0.089;0.142;0.059;0.1626499999999999
19/06/2019;13;0;AQ;07:00:00;2;0.134;0.185;0.222;0.087;0.142;0.057;0.1634199999999999
21/06/2019;13;0;AQ;07:00:00;2;0.127;0.172;0.214;0.076;0.121;0.049;0.1454
24/06/2019;13;0;AQ;07:00:00;2;0.138;0.191;0.206;0.097;0.129;0.063;0.1485399999999997
25/06/2019;13;0;AQ;07:00:00;2;0.102;0.1904;0.236875;0.146;0.214;0.114;0.2502799999999997
26/06/2019;13;0;AQ;07:00:00;2;0.12;0.206;0.249;0.088;0.133;0.058;0.1547799999999999
27/06/2019;13;0;AQ;07:00:00;2;0.154;0.194;0.2308125;0.148;0.19;0.11;0.2173499999999999
28/06/2019;13;0;AQ;07:00:00;2;0.101;0.175;0.258395833333333;0.081;0.107;0.057;0.1358299999999999
01/07/2019;13;0;AQ;07:00:00;2;0.089;0.1934;0.221;0.082;0.123;0.054;0.1469200000000001
02/07/2019;13;0;AQ;07:00:00;2;0.091;0.178;0.219;0.093;0.145;0.062;0.1708899999999998
03/07/2019;13;0;AQ;07:00:00;2;0.1185;0.21;0.17;0.091;0.122;0.057;0.1466600000000001
04/07/2019;13;0;AQ;07:00:00;2;0.1231;0.187;0.274;0.072;0.095;0.039;0.1242900000000001
05/07/2019;13;0;AQ;07:00:00;2;0.108;0.19224;0.237;0.092;0.123;0.06;0.1480000000000001
28/05/2019;13;0;AQ;07:00:00;2;0.116;0.197;0.316;0.105;0.155;0.066;0.18126
05/06/2019;13;0;AQ;07:00:00;2;0.099;0.15;0.318;0.118;0.162;0.088;0.1940500000000002
21/05/2019;13;0;BB;07:00:00;2;0.249;0.222;0.2154;0.152;0.223;0.176;0.26124
22/05/2019;13;0;BB;07:00:00;2;0.283;0.2085;0.2105;0.151;0.221;0.164;0.26815
23/05/2019;13;0;BB;07:00:00;2;0.2642;0.194;0.247;0.139;0.202;0.152;0.2495799999999998
27/05/2019;13;0;BB;07:00:00;2;0.225;0.195;0.274;0.139;0.201;0.158;0.2403099999999999
29/05/2019;13;0;BB;07:00:00;2;0.245;0.184666666666667;0.246;0.13;0.195;0.15;0.2553399999999999
03/06/2019;13;0;BB;07:00:00;2;0.257;0.187;0.218;0.131;0.2;0.151;0.2496099999999999
04/06/2019;13;0;BB;07:00:00;2;0.225;0.163;0.229;0.118;0.184;0.145;0.2081100000000001
06/06/2019;13;0;BB;07:00:00;2;0.242;0.23;0.2105;0.142;0.21;0.164;0.2577099999999999
07/06/2019;13;0;BB;07:00:00;2;0.214;0.188;0.2;0.111;0.149;0.119;0.1709099999999998
11/06/2019;13;0;BB;07:00:00;2;0.26;0.229;0.255;0.15;0.214;0.166;0.25331
12/06/2019;13;0;BB;07:00:00;2;0.23;0.201;0.214;0.146;0.207;0.162;0.26682
14/06/2019;13;0;BB;07:00:00;2;0.241;0.206;0.23;0.134;0.198;0.157;0.2468599999999999
17/06/2019;13;0;BB;07:00:00;2;0.266;0.238;0.255;0.129;0.202;0.156;0.2484199999999997
18/06/2019;13;0;BB;07:00:00;2;0.261;0.193;0.245;0.142;0.218;0.168;0.2582399999999999
19/06/2019;13;0;BB;07:00:00;2;0.2446;0.191;0.236;0.142;0.209;0.161;0.2611499999999999
21/06/2019;13;0;BB;07:00:00;2;0.247;0.283;0.23625;0.121;0.183;0.145;0.2055000000000001
24/06/2019;13;0;BB;07:00:00;2;0.247;0.187;0.232416666666667;0.129;0.2;0.146;0.2538399999999999
25/06/2019;13;0;BB;07:00:00;2;0.229;0.182;0.225;0.214;0.324;0.259;0.3461900000000003
26/06/2019;13;0;BB;07:00:00;2;0.2826;0.184666666666667;0.2105;0.133;0.208;0.155;0.2614599999999996
27/06/2019;13;0;BB;07:00:00;2;0.282;0.1758;0.223;0.19;0.291;0.226;0.2997200000000002
28/06/2019;13;0;BB;07:00:00;2;0.285;0.187;0.181;0.107;0.155;0.118;0.1729799999999998
01/07/2019;13;0;BB;07:00:00;2;0.211;0.17;0.255;0.123;0.19;0.145;0.2226
02/07/2019;13;0;BB;07:00:00;2;0.2638;0.21;0.21565;0.145;0.222;0.166;0.26622
03/07/2019;13;0;BB;07:00:00;2;0.296;0.18;0.235;0.122;0.173;0.136;0.2006700000000001
04/07/2019;13;0;BB;07:00:00;2;0.291;0.179;0.238;0.095;0.158;0.111;0.1777599999999999
05/07/2019;13;0;BB;07:00:00;2;0.242;0.172;0.244;0.123;0.198;0.148;0.2526999999999998
28/05/2019;13;0;BB;07:00:00;2;0.195;0.28;0.21925;0.155;0.222;0.176;0.2594899999999999
05/06/2019;13;0;BB;07:00:00;2;0.341;0.196;0.22825;0.162;0.229;0.182;0.2609899999999998
21/05/2019;13;0;BC;NA;2;0.014;0.131;0.152;NA;NA;NA;0.02294921875
22/05/2019;13;0;BC;NA;2;0.016;0.1672;0.14484;NA;NA;NA;0.0234375
23/05/2019;13;0;BC;NA;2;0.017;0.12;0.153;NA;NA;NA;0.0228271484375
27/05/2019;13;0;BC;NA;2;0.017;0.112;0.171;NA;NA;NA;0.024017333984375
29/05/2019;13;0;BC;NA;2;0.01;0.11;0.14;NA;NA;NA;0.021270751953125
03/06/2019;13;0;BC;NA;2;0.016;0.1672;0.14484;NA;NA;NA;0.0234375
04/06/2019;13;0;BC;NA;2;0.121;0.151;0.14275;NA;NA;NA;0.027008056640625
06/06/2019;13;0;BC;NA;2;0.128;0.146;0.14275;NA;NA;NA;0.02716064453125
07/06/2019;13;0;BC;NA;2;0.017;0.106;0.152;NA;NA;NA;0.022369384765625
11/06/2019;13;0;BC;NA;2;0.01;0.127;0.14275;NA;NA;NA;0.021942138671875
12/06/2019;13;0;BC;NA;2;0.013;0.1672;0.142;NA;NA;NA;0.023101806640625
14/06/2019;13;0;BC;NA;2;0.122;0.147;0.14275;NA;NA;NA;0.026947021484375
17/06/2019;13;0;BC;NA;2;0.016;0.139;0.155;NA;NA;NA;0.023468017578125
18/06/2019;13;0;BC;NA;2;0.137;0.161;0.14275;NA;NA;NA;0.027923583984375
19/06/2019;13;0;BC;NA;2;0.016;0.111;0.134;NA;NA;NA;0.021087646484375
21/06/2019;13;0;BC;NA;2;0.017;0.117;0.128;NA;NA;NA;0.02081298828125
24/06/2019;13;0;BC;NA;2;0.016;0.121;0.171;NA;NA;NA;0.02423095703125
25/06/2019;13;0;BC;NA;2;0.0152;0.13528;0.154666666666667;NA;NA;NA;0.0233154296875
26/06/2019;13;0;BC;NA;2;0.119;0.154;0.14275;NA;NA;NA;0.027008056640625
27/06/2019;13;0;BC;NA;2;0.136;0.224;0.1484;NA;NA;NA;0.030029296875
28/06/2019;13;0;BC;NA;2;0.107;0.1338;0.14775;NA;NA;NA;0.026397705078125
01/07/2019;13;0;BC;NA;2;0.014;0.1672;0.162;NA;NA;NA;0.024688720703125
02/07/2019;13;0;BC;NA;2;0.125;0.156;0.14275;NA;NA;NA;0.027313232421875
03/07/2019;13;0;BC;NA;2;0.117;0.121;0.148;NA;NA;NA;0.026458740234375
04/07/2019;13;0;BC;NA;2;0.125;0.163;0.14795;NA;NA;NA;0.02789306640625
05/07/2019;13;0;BC;NA;2;0.0134;0.155;0.1478;NA;NA;NA;0.023223876953125
28/05/2019;13;0;BC;NA;2;0.014;0.119;0.145;NA;NA;NA;0.022064208984375
05/06/2019;13;0;BC;NA;2;0.007;0.11;0.142;NA;NA;NA;0.02130126953125
21/05/2019;14;0;AE;07:00:00;2;0.08;0.104;0.151;0.124;0.087;0.074;0.1765300000000001
22/05/2019;14;0;AE;07:00:00;2;0.069;0.106;0.219;0.117;0.087;0.072;0.1691599999999998
23/05/2019;14;0;AE;07:00:00;2;0.078;0.093;0.144;0.101;0.083;0.064;0.15628
27/05/2019;14;0;AE;07:00:00;2;0.072;0.093;0.138;0.121;0.087;0.071;0.1755999999999999
29/05/2019;14;0;AE;07:00:00;2;0.075;0.085;0.148;0.1;0.073;0.056;0.1569300000000001
03/06/2019;14;0;AE;07:00:00;2;0.065;0.078;0.137;0.108;0.082;0.069;0.16071
06/06/2019;14;0;AE;07:00:00;2;0.087;0.139;0.124;0.107;0.062;0.056;0.15832
07/06/2019;14;0;AE;07:00:00;2;0.082;0.074;0.14;0.116;0.081;0.066;0.1673499999999999
11/06/2019;14;0;AE;07:00:00;2;0.081;0.096;0.151;0.102;0.066;0.06;0.15649
12/06/2019;14;0;AE;07:00:00;2;0.065;0.105;0.146;0.116;0.073;0.058;0.1683799999999999
14/06/2019;14;0;AE;07:00:00;2;0.081;0.091;0.161;0.084;0.061;0.046;0.1234899999999999
17/06/2019;14;0;AE;07:00:00;2;0.064;0.086;0.128;0.119;0.072;0.06;0.1693399999999999
18/06/2019;14;0;AE;07:00:00;2;0.089;0.139;0.1245;0.118;0.078;0.066;0.1708899999999999
19/06/2019;14;0;AE;07:00:00;2;0.088;0.087;0.1215;0.118;0.076;0.063;0.1693599999999999
21/06/2019;14;0;AE;07:00:00;2;0.076;0.076;0.133;0.108;0.075;0.063;0.1614899999999999
24/06/2019;14;0;AE;07:00:00;2;0.085;0.097;0.131;0.103;0.079;0.066;0.1585300000000001
25/06/2019;14;0;AE;07:00:00;2;0.065;0.146;0.148;0.098;0.078;0.057;0.14354
26/06/2019;14;0;AE;07:00:00;2;0.07;0.088;0.135;0.08;0.065;0.053;0.12646
27/06/2019;14;0;AE;07:00:00;2;0.075;0.148;0.1268;0.08;0.057;0.049;0.12286
28/06/2019;14;0;AE;07:00:00;2;0.065;0.081;0.13536;0.091;0.059;0.048;0.1300799999999999
01/07/2019;14;0;AE;07:00:00;2;0.047;0.082;0.106;0.093;0.066;0.059;0.1415600000000001
02/07/2019;14;0;AE;07:00:00;2;0.041;0.093;0.105;0.118;0.084;0.067;0.1705699999999999
03/07/2019;14;0;AE;07:00:00;2;0.0724;0.091;0.13536;0.088;0.063;0.054;0.1299300000000001
04/07/2019;14;0;AE;07:00:00;2;0.0784;0.072;0.121;0.104;0.065;0.055;0.1621900000000002
05/07/2019;14;0;AE;07:00:00;2;0.057;0.092;0.085;0.1;0.061;0.051;0.15447
28/05/2019;14;0;AE;07:00:00;2;0.076;0.105;0.172;0.118;0.088;0.069;0.1712799999999999
05/06/2019;14;0;AE;07:00:00;2;0.055;0.118;0.127;0.132;0.072;0.06;0.18076
21/05/2019;14;0;AI;07:00:00;2;0.311;0.197;0.303;0.181;0.124;0.087;0.2580700000000002
22/05/2019;14;0;AI;07:00:00;2;0.348;0.307;0.288;0.159;0.117;0.087;0.2302899999999999
23/05/2019;14;0;AI;07:00:00;2;0.388;0.198;0.26675;0.156;0.101;0.083;0.2277
27/05/2019;14;0;AI;07:00:00;2;0.314;0.178;0.267;0.17;0.121;0.087;0.2430000000000001
29/05/2019;14;0;AI;07:00:00;2;0.316;0.197;0.261;0.14;0.1;0.073;0.1981099999999999
03/06/2019;14;0;AI;07:00:00;2;0.29;0.204;0.267;0.148;0.108;0.082;0.21969
06/06/2019;14;0;AI;07:00:00;2;0.33;0.182;0.262;0.166;0.107;0.062;0.23575
07/06/2019;14;0;AI;07:00:00;2;0.316;0.2015;0.232;0.166;0.116;0.081;0.2370199999999999
11/06/2019;14;0;AI;07:00:00;2;0.3102;0.193;0.269;0.162;0.102;0.066;0.2366899999999998
12/06/2019;14;0;AI;07:00:00;2;0.326;0.204;0.251;0.163;0.116;0.073;0.2342599999999999
14/06/2019;14;0;AI;07:00:00;2;0.373;0.221;0.244;0.137;0.084;0.061;0.18717
17/06/2019;14;0;AI;07:00:00;2;0.322;0.177;0.265;0.173;0.119;0.072;0.24422
18/06/2019;14;0;AI;07:00:00;2;0.337;0.188;0.307;0.178;0.118;0.078;0.2465299999999999
19/06/2019;14;0;AI;07:00:00;2;0.354;0.1901;0.302;0.163;0.118;0.076;0.2346099999999999
21/06/2019;14;0;AI;07:00:00;2;0.335;0.178;0.253;0.157;0.108;0.075;0.22793
24/06/2019;14;0;AI;07:00:00;2;0.294;0.182;0.283;0.156;0.103;0.079;0.2307500000000001
25/06/2019;14;0;AI;07:00:00;2;0.331;0.206;0.272;0.143;0.098;0.078;0.1975299999999998
26/06/2019;14;0;AI;07:00:00;2;0.376;0.2;0.281666666666667;0.127;0.08;0.065;0.1795699999999999
27/06/2019;14;0;AI;07:00:00;2;0.361;0.175;0.2725;0.153;0.08;0.057;0.2134899999999999
28/06/2019;14;0;AI;07:00:00;2;0.284;0.21642;0.229;0.14;0.091;0.059;0.1986699999999999
01/07/2019;14;0;AI;07:00:00;2;0.285;0.142;0.273383333333333;0.139;0.093;0.066;0.1957399999999999
02/07/2019;14;0;AI;07:00:00;2;0.32;0.153;0.27;0.161;0.118;0.084;0.2324399999999998
03/07/2019;14;0;AI;07:00:00;2;0.342;0.1919;0.286;0.144;0.088;0.063;0.2046699999999998
04/07/2019;14;0;AI;07:00:00;2;0.317;0.179;0.274;0.147;0.104;0.065;0.2065299999999999
05/07/2019;14;0;AI;07:00:00;2;0.298;0.127;0.264683333333333;0.144;0.1;0.061;0.2073499999999998
28/05/2019;14;0;AI;07:00:00;2;0.326;0.195;0.275;0.165;0.118;0.088;0.2383299999999998
05/06/2019;14;0;AI;07:00:00;2;0.32;0.179;0.275;0.179;0.132;0.072;0.2427200000000001
21/05/2019;14;0;AJ;07:00:00;2;0.31;0.365;0.408;0.181;0.26;0.291;0.3453599999999999
22/05/2019;14;0;AJ;07:00:00;2;0.368;0.358;0.353333333333333;0.159;0.195;0.234;0.2699499999999998
23/05/2019;14;0;AJ;07:00:00;2;0.383;0.394;0.360666666666667;0.156;0.21;0.247;0.2850200000000001
