date;train;way;station;hour;composition;p1q0;p2q0;p3q0;p0q1;p0q2;p0q3;day
06/06/2019;18;0;AL;08:00:00;2;0.16;0.528;0.4596;0.093;0.065;NA;
12/06/2019;18;0;AL;08:00:00;2;0.191;0.3682;0.44575;0.197;0.133;NA;
13/06/2019;18;0;AL;08:00:00;2;0.127;0.413;0.478;0.088;0.06;NA;
14/06/2019;18;0;AL;08:00:00;2;0.108;0.345;0.493;0.107;0.068;NA;
17/06/2019;18;0;AL;08:00:00;2;0.134;0.369;0.48055;0.101;0.069;NA;
18/06/2019;18;0;AL;08:00:00;2;0.145;0.412;0.514;0.113;0.073;NA;
19/06/2019;18;0;AL;08:00:00;2;0.135;0.387;0.485;0.094;0.059;NA;
21/06/2019;18;0;AL;08:00:00;2;0.115;0.342;0.445;0.102;0.059;NA;
24/06/2019;18;0;AL;08:00:00;2;0.129;0.329;0.445;0.078;0.05;NA;
25/06/2019;18;0;AL;08:00:00;2;0.16;0.377;0.501;0.096;0.065;NA;
26/06/2019;18;0;AL;08:00:00;2;0.137;0.337;0.375;0.087;0.052;NA;
01/07/2019;18;0;AL;08:00:00;2;0.141;0.341;0.465;0.093;0.069;NA;
02/07/2019;18;0;AL;08:00:00;2;0.137;0.362;0.49935;0.088;0.058;NA;
04/07/2019;18;0;AL;08:00:00;2;0.145;0.384;0.456;0.09;0.058;NA;
28/05/2019;18;0;AL;08:00:00;2;0.182;0.413;0.518;0.1;0.071;NA;
05/06/2019;18;0;AL;08:00:00;2;0.15;0.354;0.49435;0.097;0.068;NA;
21/05/2019;18;0;AO;08:00:00;2;0.123;0.409;0.48;0.071;NA;NA;
22/05/2019;18;0;AO;08:00:00;2;0.111;0.35;0.467;0.084;NA;NA;
23/05/2019;18;0;AO;08:00:00;2;0.119;0.3296;0.493;0.076;NA;NA;
27/05/2019;18;0;AO;08:00:00;2;0.1;0.362;0.489;0.07;NA;NA;
29/05/2019;18;0;AO;08:00:00;2;0.113;0.312;0.441;0.073;NA;NA;
03/06/2019;18;0;AO;08:00:00;2;0.113;0.341;0.472;0.071;NA;NA;
04/06/2019;18;0;AO;08:00:00;2;0.121;0.3296;0.477;0.084;NA;NA;
06/06/2019;18;0;AO;08:00:00;2;0.119;0.491;0.4146;0.065;NA;NA;
12/06/2019;18;0;AO;08:00:00;2;0.135;0.3258;0.40975;0.133;NA;NA;
13/06/2019;18;0;AO;08:00:00;2;0.091;0.375;0.437;0.06;NA;NA;
14/06/2019;18;0;AO;08:00:00;2;0.086;0.319;0.452;0.068;NA;NA;
17/06/2019;18;0;AO;08:00:00;2;0.11;0.335;0.44495;0.069;NA;NA;
18/06/2019;18;0;AO;08:00:00;2;0.103;0.374;0.476;0.073;NA;NA;
19/06/2019;18;0;AO;08:00:00;2;0.111;0.354;0.446;0.059;NA;NA;
21/06/2019;18;0;AO;08:00:00;2;0.086;0.307;0.411;0.059;NA;NA;
24/06/2019;18;0;AO;08:00:00;2;0.1;0.301;0.414;0.05;NA;NA;
25/06/2019;18;0;AO;08:00:00;2;0.12;0.346;0.464;0.065;NA;NA;
26/06/2019;18;0;AO;08:00:00;2;0.109;0.304;0.339;0.052;NA;NA;
01/07/2019;18;0;AO;08:00:00;2;0.103;0.309;0.43;0.069;NA;NA;
02/07/2019;18;0;AO;08:00:00;2;0.106;0.324;0.45735;0.058;NA;NA;
04/07/2019;18;0;AO;08:00:00;2;0.119;0.356;0.416;0.058;NA;NA;
28/05/2019;18;0;AO;08:00:00;2;0.133;0.375;0.484;0.071;NA;NA;
05/06/2019;18;0;AO;08:00:00;2;0.121;0.329;0.45735;0.068;NA;NA;
21/05/2019;18;0;AQ;08:00:00;2;0.377;0.541;0.568;0.292;0.387;0.209;
22/05/2019;18;0;AQ;08:00:00;2;0.382;0.483;0.531;0.271;0.375;0.199;
23/05/2019;18;0;AQ;08:00:00;2;0.388;0.4568;0.8;0.47;0.578;0.335;
27/05/2019;18;0;AQ;08:00:00;2;0.341;0.452;0.613;0.253;0.358;0.193;
29/05/2019;18;0;AQ;08:00:00;2;0.379;0.439;0.471;0.249;0.342;0.177;
03/06/2019;18;0;AQ;08:00:00;2;0.364;0.438;0.538;0.22;0.357;0.164;
04/06/2019;18;0;AQ;08:00:00;2;0.364;0.4995;0.531;0.241;0.338;0.174;
06/06/2019;18;0;AQ;08:00:00;2;0.709;0.58;0.5316;0.241;0.339;0.159;
12/06/2019;18;0;AQ;08:00:00;2;0.64;0.4322;0.4938;0.4;0.524;0.334;
13/06/2019;18;0;AQ;08:00:00;2;0.38;0.528;0.531;0.251;0.364;0.187;
14/06/2019;18;0;AQ;08:00:00;2;0.292;0.456;0.536;0.26;0.389;0.184;
17/06/2019;18;0;AQ;08:00:00;2;0.37;0.473;0.5664;0.241;0.339;0.192;
18/06/2019;18;0;AQ;08:00:00;2;0.431;0.506;0.555;0.259;0.387;0.2;
19/06/2019;18;0;AQ;08:00:00;2;0.32;0.451;0.517;0.247;0.359;0.188;
21/06/2019;18;0;AQ;08:00:00;2;0.307;0.435;0.49;0.233;0.386;0.174;
24/06/2019;18;0;AQ;08:00:00;2;0.347;0.377;0.502;0.204;0.298;0.167;
25/06/2019;18;0;AQ;08:00:00;2;0.381;0.465;0.535;0.242;0.361;0.182;
26/06/2019;18;0;AQ;08:00:00;2;0.372;0.387;0.432;0.219;0.323;0.15;
01/07/2019;18;0;AQ;08:00:00;2;0.357;0.432;0.494;0.208;0.306;0.161;
02/07/2019;18;0;AQ;08:00:00;2;0.409;0.392;0.52928;0.198;0.321;0.14;
04/07/2019;18;0;AQ;08:00:00;2;0.368;0.456;0.517;0.221;0.327;0.172;
28/05/2019;18;0;AQ;08:00:00;2;0.446;0.525;0.517;0.246;0.375;0.19;
05/06/2019;18;0;AQ;08:00:00;2;0.386;0.43;0.59052;0.242;0.352;0.186;
21/05/2019;18;0;BB;08:00:00;2;0.53;0.451;0.633;0.387;0.552;0.479;
22/05/2019;18;0;BB;08:00:00;2;0.508;0.434;0.537;0.375;0.496;0.428;
23/05/2019;18;0;BB;08:00:00;2;0.732;0.419;0.531333333333333;0.578;0.651;0.639;
27/05/2019;18;0;BB;08:00:00;2;0.464;0.385;0.574;0.358;0.471;0.416;
29/05/2019;18;0;BB;08:00:00;2;0.452;0.382;0.549;0.342;0.448;0.396;
03/06/2019;18;0;BB;08:00:00;2;0.5278;0.438;0.584;0.357;0.493;0.445;
04/06/2019;18;0;BB;08:00:00;2;0.5596;0.373;0.555;0.338;0.461;0.409;
06/06/2019;18;0;BB;08:00:00;2;0.579;0.448;0.542833333333333;0.339;0.415;0.383;
12/06/2019;18;0;BB;08:00:00;2;0.478;0.478;0.534208333333333;0.524;0.716;0.659;
13/06/2019;18;0;BB;08:00:00;2;0.501;0.346;0.579;0.364;0.51;0.432;
14/06/2019;18;0;BB;08:00:00;2;0.489;0.363;0.523;0.389;0.537;0.462;
17/06/2019;18;0;BB;08:00:00;2;0.485;0.386;0.541;0.339;0.477;0.405;
18/06/2019;18;0;BB;08:00:00;2;0.544;0.405;0.584;0.387;0.544;0.476;
19/06/2019;18;0;BB;08:00:00;2;0.473;0.57;0.505;0.359;0.466;0.415;
21/06/2019;18;0;BB;08:00:00;2;0.401;0.36;0.484;0.386;0.531;0.459;
24/06/2019;18;0;BB;08:00:00;2;0.432;0.359;0.505;0.298;0.426;0.367;
25/06/2019;18;0;BB;08:00:00;2;0.542;0.387;0.557;0.361;0.512;0.434;
26/06/2019;18;0;BB;08:00:00;2;0.457;0.4114;0.501;0.323;0.421;0.375;
01/07/2019;18;0;BB;08:00:00;2;0.483;0.342;0.544;0.306;0.447;0.374;
02/07/2019;18;0;BB;08:00:00;2;0.519;0.579;0.530052083333333;0.321;0.46;0.399;
04/07/2019;18;0;BB;08:00:00;2;0.524;0.392;0.544;0.327;0.474;0.393;
28/05/2019;18;0;BB;08:00:00;2;0.548;0.4;0.511652083333333;0.375;0.511;0.437;
05/06/2019;18;0;BB;08:00:00;2;0.448;0.334;0.54901875;0.352;0.467;0.416;
21/05/2019;18;0;BC;NA;2;0.087;0.354;0.439;NA;NA;NA;
22/05/2019;18;0;BC;NA;2;0.078;0.297;0.424;NA;NA;NA;
23/05/2019;18;0;BC;NA;2;0.08;0.2848;0.436;NA;NA;NA;
27/05/2019;18;0;BC;NA;2;0.065;0.304;0.439;NA;NA;NA;
29/05/2019;18;0;BC;NA;2;0.081;0.27;0.399;NA;NA;NA;
03/06/2019;18;0;BC;NA;2;0.075;0.288;0.418;NA;NA;NA;
04/06/2019;18;0;BC;NA;2;0.083;0.2848;0.429;NA;NA;NA;
06/06/2019;18;0;BC;NA;2;0.08;0.44;0.3834;NA;NA;NA;
12/06/2019;18;0;BC;NA;2;0.07;0.30256;0.404;NA;NA;NA;
13/06/2019;18;0;BC;NA;2;0.059;0.328;0.39;NA;NA;NA;
14/06/2019;18;0;BC;NA;2;0.055;0.271;0.4;NA;NA;NA;
17/06/2019;18;0;BC;NA;2;0.074;0.299;0.385;NA;NA;NA;
18/06/2019;18;0;BC;NA;2;0.071;0.329;0.431;NA;NA;NA;
19/06/2019;18;0;BC;NA;2;0.078;0.301;0.398;NA;NA;NA;
21/06/2019;18;0;BC;NA;2;0.058;0.275;0.362;NA;NA;NA;
24/06/2019;18;0;BC;NA;2;0.069;0.258;0.364;NA;NA;NA;
25/06/2019;18;0;BC;NA;2;0.081;0.299;0.407;NA;NA;NA;
26/06/2019;18;0;BC;NA;2;0.073;0.251;0.293;NA;NA;NA;
01/07/2019;18;0;BC;NA;2;0.065;0.264;0.392;NA;NA;NA;
02/07/2019;18;0;BC;NA;2;0.064;0.28;0.398;NA;NA;NA;
04/07/2019;18;0;BC;NA;2;0.074;0.299;0.352;NA;NA;NA;
28/05/2019;18;0;BC;NA;2;0.088;0.331;0.437;NA;NA;NA;
05/06/2019;18;0;BC;NA;2;0.079;0.282;0.398;NA;NA;NA;
21/05/2019;19;0;AE;08:00:00;2;0.217;0.248;0.292;0.204;0.165;0.134;
22/05/2019;19;0;AE;08:00:00;2;0.207;0.213;0.271;0.142;0.106;0.076;
23/05/2019;19;0;AE;09:00:00;2;0.209;0.247;0.47;0.229;0.164;0.142;
27/05/2019;19;0;AE;08:00:00;2;0.209;0.21;0.253;0.211;0.165;0.132;
29/05/2019;19;0;AE;08:00:00;2;0.153;0.241;0.249;0.142;0.104;0.079;
03/06/2019;19;0;AE;08:00:00;2;0.208;0.23;0.22;0.152;0.16;0.135;
04/06/2019;19;0;AE;08:00:00;2;0.236;0.241;0.23675;0.178;0.145;0.121;
07/06/2019;19;0;AE;08:00:00;2;0.207;0.22;0.323333333333333;0.143;0.118;0.099;
11/06/2019;19;0;AE;08:00:00;2;0.269;0.27;0.23075;0.215;0.145;0.116;
12/06/2019;19;0;AE;08:00:00;2;0.216;0.362;0.4;0.38;0.132;0.094;
14/06/2019;19;0;AE;08:00:00;2;0.2;0.171;0.26;0.184;0.15;0.126;
17/06/2019;19;0;AE;08:00:00;2;0.215;0.235;0.241;0.219;0.158;0.135;
18/06/2019;19;0;AE;08:00:00;2;0.221;0.267;0.259;0.206;0.152;0.126;
19/06/2019;19;0;AE;08:00:00;2;0.176;0.215;0.247;0.138;0.133;0.107;
20/06/2019;19;0;AE;08:00:00;2;0.224;0.2204;0.23675;0.192;0.148;0.123;
21/06/2019;19;0;AE;08:00:00;2;0.1988;0.183;0.233;0.197;0.144;0.114;
24/06/2019;19;0;AE;08:00:00;2;0.22;0.206;0.204;0.163;0.155;0.127;
25/06/2019;19;0;AE;08:00:00;2;0.22;0.252;0.242;0.166;0.137;0.112;
26/06/2019;19;0;AE;08:00:00;2;0.208;0.215;0.219;0.12;0.103;0.078;
28/06/2019;19;0;AE;08:00:00;2;0.167;0.226;0.2946875;0.188;0.131;0.104;
01/07/2019;19;0;AE;08:00:00;2;0.184;0.225;0.208;0.139;0.112;0.088;
03/07/2019;19;0;AE;08:00:00;2;0.189;0.208;0.3001875;0.136;0.111;0.084;
04/07/2019;19;0;AE;08:00:00;2;0.2084;0.246;0.221;0.156;0.119;0.096;
05/07/2019;19;0;AE;08:00:00;2;0.284;0.225;0.259775;0.183;0.148;0.129;
28/05/2019;19;0;AE;08:00:00;2;0.204;0.27;0.246;0.201;0.152;0.121;
21/05/2019;19;0;AI;08:00:00;2;0.616;0.387;0.411;0.286;0.204;0.165;
22/05/2019;19;0;AI;08:00:00;2;0.476;0.375;0.408;0.2;0.142;0.106;
23/05/2019;19;0;AI;09:00:00;2;0.537;0.578;0.389;0.28;0.229;0.164;
27/05/2019;19;0;AI;08:00:00;2;0.536;0.358;0.355;0.28;0.211;0.165;
29/05/2019;19;0;AI;08:00:00;2;0.48;0.342;0.394;0.17;0.142;0.104;
03/06/2019;19;0;AI;08:00:00;2;0.508;0.357;0.531;0.213;0.152;0.16;
04/06/2019;19;0;AI;08:00:00;2;0.657;0.338;0.405;0.25;0.178;0.145;
07/06/2019;19;0;AI;08:00:00;2;0.446;0.3675;0.48;0.215;0.143;0.118;
11/06/2019;19;0;AI;08:00:00;2;0.4765;0.3325;0.377;0.295;0.215;0.145;
12/06/2019;19;0;AI;08:00:00;2;0.554;0.524;0.335;0.423;0.38;0.132;
14/06/2019;19;0;AI;08:00:00;2;0.474;0.389;0.38;0.25;0.184;0.15;
17/06/2019;19;0;AI;08:00:00;2;0.575;0.339;0.3896;0.298;0.219;0.158;
18/06/2019;19;0;AI;08:00:00;2;0.546;0.387;0.361;0.285;0.206;0.152;
19/06/2019;19;0;AI;08:00:00;2;0.5212;0.359;0.338;0.191;0.138;0.133;
20/06/2019;19;0;AI;08:00:00;2;0.607;0.3555;0.444;0.265;0.192;0.148;
21/06/2019;19;0;AI;08:00:00;2;0.425;0.386;0.335;0.27;0.197;0.144;
24/06/2019;19;0;AI;08:00:00;2;0.564;0.298;0.385;0.242;0.163;0.155;
25/06/2019;19;0;AI;08:00:00;2;0.495;0.361;0.39865;0.23;0.166;0.137;
26/06/2019;19;0;AI;08:00:00;2;0.473;0.323;0.35;0.171;0.12;0.103;
28/06/2019;19;0;AI;08:00:00;2;0.499;0.3485;0.39992;0.246;0.188;0.131;
01/07/2019;19;0;AI;08:00:00;2;0.5168;0.306;0.426;0.199;0.139;0.112;
03/07/2019;19;0;AI;08:00:00;2;0.5481;0.3989;0.38432;0.183;0.136;0.111;
04/07/2019;19;0;AI;08:00:00;2;0.567;0.327;0.402;0.214;0.156;0.119;
05/07/2019;19;0;AI;08:00:00;2;0.54;0.663;0.392;0.247;0.183;0.148;
28/05/2019;19;0;AI;08:00:00;2;0.514;0.375;0.367;0.27;0.201;0.152;
21/05/2019;19;0;AJ;08:00:00;2;0.648;0.531;0.533;0.286;0.398;0.452;
22/05/2019;19;0;AJ;08:00:00;2;0.472;0.50975;0.504;0.2;0.306;0.363;
23/05/2019;19;0;AJ;09:00:00;2;0.4795;0.4826;0.499;0.28;0.343;0.444;
27/05/2019;19;0;AJ;08:00:00;2;0.54;0.435;0.557;0.28;0.405;0.459;
29/05/2019;19;0;AJ;08:00:00;2;0.482;0.505;0.459;0.17;0.269;0.324;
03/06/2019;19;0;AJ;08:00:00;2;0.557;0.625;0.546;0.213;0.307;0.37;
04/06/2019;19;0;AJ;08:00:00;2;0.643;0.573;0.531;0.25;0.35;0.392;
07/06/2019;19;0;AJ;08:00:00;2;0.451;0.604;0.528;0.215;0.309;0.355;
11/06/2019;19;0;AJ;08:00:00;2;0.518666666666667;0.531;0.554666666666667;0.295;0.414;0.459;
12/06/2019;19;0;AJ;08:00:00;2;0.597;0.392;0.695;0.423;0.512;0.63;
14/06/2019;19;0;AJ;08:00:00;2;0.493;0.501;0.491;0.25;0.373;0.413;
17/06/2019;19;0;AJ;08:00:00;2;0.568;0.53395;0.50475;0.298;0.419;0.486;
18/06/2019;19;0;AJ;08:00:00;2;0.537;0.465;0.608;0.285;0.407;0.475;
19/06/2019;19;0;AJ;08:00:00;2;0.537933333333333;0.432;0.51;0.191;0.3;0.341;
20/06/2019;19;0;AJ;08:00:00;2;0.626;0.544;0.487;0.265;0.37;0.42;
21/06/2019;19;0;AJ;08:00:00;2;0.423;0.434;0.484;0.27;0.405;0.467;
24/06/2019;19;0;AJ;08:00:00;2;0.559;0.523;0.553;0.242;0.366;0.428;
25/06/2019;19;0;AJ;08:00:00;2;0.496;0.507;0.52175;0.23;0.355;0.406;
26/06/2019;19;0;AJ;08:00:00;2;0.477;0.425;0.523883333333333;0.171;0.245;0.299;
28/06/2019;19;0;AJ;08:00:00;2;0.492;0.4998;0.469;0.246;0.362;0.417;
01/07/2019;19;0;AJ;08:00:00;2;0.5226;0.555;0.528;0.199;0.292;0.326;
03/07/2019;19;0;AJ;08:00:00;2;0.537933333333333;0.496;0.538883333333333;0.183;0.294;0.333;
04/07/2019;19;0;AJ;08:00:00;2;0.575;0.536;0.441;0.214;0.303;0.356;
05/07/2019;19;0;AJ;08:00:00;2;0.545;0.794;0.477;0.247;0.343;0.38;
28/05/2019;19;0;AJ;08:00:00;2;0.521;0.499;0.55;0.27;0.42;0.484;
21/05/2019;19;0;AK;08:00:00;2;0.461;0.209;0.337;0.165;0.134;0.092;
22/05/2019;19;0;AK;08:00:00;2;0.411;0.199;0.31425;0.106;0.076;0.047;
23/05/2019;19;0;AK;08:00:00;2;0.425;0.335;0.34125;0.164;0.142;0.1;
27/05/2019;19;0;AK;08:00:00;2;0.445;0.193;0.275;0.165;0.132;0.076;
29/05/2019;19;0;AK;08:00:00;2;0.401;0.177;0.327;0.104;0.079;0.054;
03/06/2019;19;0;AK;08:00:00;2;0.438;0.164;0.382;0.16;0.135;0.084;
04/06/2019;19;0;AK;08:00:00;2;0.498;0.174;0.319;0.145;0.121;0.092;
07/06/2019;19;0;AK;08:00:00;2;0.356;0.2215;0.362;0.118;0.099;0.066;
11/06/2019;19;0;AK;08:00:00;2;0.406;0.20575;0.3195625;0.145;0.116;0.078;
12/06/2019;19;0;AK;08:00:00;2;0.439;0.334;0.25;0.132;0.094;0.069;
14/06/2019;19;0;AK;08:00:00;2;0.422;0.184;0.285;0.15;0.126;0.076;
17/06/2019;19;0;AK;08:00:00;2;0.469;0.192;0.29565;0.158;0.135;0.086;
18/06/2019;19;0;AK;08:00:00;2;0.453;0.2;0.305;0.152;0.126;0.078;
19/06/2019;19;0;AK;08:00:00;2;0.4145;0.188;0.287;0.133;0.107;0.078;
20/06/2019;19;0;AK;08:00:00;2;0.494;0.2163;0.351;0.148;0.123;0.074;
21/06/2019;19;0;AK;08:00:00;2;0.353;0.174;0.265;0.144;0.114;0.07;
24/06/2019;19;0;AK;08:00:00;2;0.456;0.167;0.3;0.155;0.127;0.082;
25/06/2019;19;0;AK;08:00:00;2;0.398;0.182;0.31965;0.137;0.112;0.075;
26/06/2019;19;0;AK;08:00:00;2;0.392;0.15;0.26;0.103;0.078;0.06;
28/06/2019;19;0;AK;08:00:00;2;0.413;0.22526;0.31798;0.131;0.104;0.063;
01/07/2019;19;0;AK;08:00:00;2;0.4262;0.161;0.35;0.112;0.088;0.057;
03/07/2019;19;0;AK;08:00:00;2;0.4426;0.2596;0.3224125;0.111;0.084;0.053;
04/07/2019;19;0;AK;08:00:00;2;0.461;0.172;0.306;0.119;0.096;0.062;
05/07/2019;19;0;AK;08:00:00;2;0.4;0.54;0.3314;0.148;0.129;0.11;
28/05/2019;19;0;AK;08:00:00;2;0.442;0.19;0.303;0.152;0.121;0.075;
21/05/2019;19;0;AL;08:00:00;2;0.13;0.406;0.516;0.134;0.092;NA;
22/05/2019;19;0;AL;08:00:00;2;0.149;0.3575;0.503;0.076;0.047;NA;
23/05/2019;19;0;AL;08:00:00;2;0.147;0.525;0.4475;0.142;0.1;NA;
27/05/2019;19;0;AL;08:00:00;2;0.134;0.312;0.525;0.132;0.076;NA;
29/05/2019;19;0;AL;08:00:00;2;0.133;0.358;0.47;0.079;0.054;NA;
03/06/2019;19;0;AL;08:00:00;2;0.128;0.364;0.514;0.135;0.084;NA;
04/06/2019;19;0;AL;08:00:00;2;0.147;0.371;0.52;0.121;0.092;NA;
07/06/2019;19;0;AL;08:00:00;2;0.1562;0.371;0.477;0.099;0.066;NA;
11/06/2019;19;0;AL;08:00:00;2;0.1236;0.541;0.4566;0.116;0.078;NA;
12/06/2019;19;0;AL;08:00:00;2;0.257;0.265;0.471275;0.094;0.069;NA;
14/06/2019;19;0;AL;08:00:00;2;0.138;0.336;0.493;0.126;0.076;NA;
17/06/2019;19;0;AL;08:00:00;2;0.132;0.321125;0.453855;0.135;0.086;NA;
18/06/2019;19;0;AL;08:00:00;2;0.142;0.342;0.514;0.126;0.078;NA;
19/06/2019;19;0;AL;08:00:00;2;0.121;0.361;0.485;0.107;0.078;NA;
20/06/2019;19;0;AL;08:00:00;2;0.15732;0.421;0.525;0.123;0.074;NA;
21/06/2019;19;0;AL;08:00:00;2;0.127;0.307;0.445;0.114;0.07;NA;
24/06/2019;19;0;AL;08:00:00;2;0.104;0.336;0.445;0.127;0.082;NA;
25/06/2019;19;0;AL;08:00:00;2;0.128;0.501;0.454026;0.112;0.075;NA;
26/06/2019;19;0;AL;08:00:00;2;0.115;0.304;0.375;0.078;0.06;NA;
28/06/2019;19;0;AL;08:00:00;2;0.140064;0.381;0.411;0.104;0.063;NA;
01/07/2019;19;0;AL;08:00:00;2;0.121;0.379;0.465;0.088;0.057;NA;
03/07/2019;19;0;AL;08:00:00;2;0.140864;0.3808;0.45;0.084;0.053;NA;
04/07/2019;19;0;AL;08:00:00;2;0.12;0.349;0.456;0.096;0.062;NA;
05/07/2019;19;0;AL;08:00:00;2;0.589;0.3868;0.44752;0.129;0.11;NA;
28/05/2019;19;0;AL;08:00:00;2;0.138;0.343;0.518;0.121;0.075;NA;
21/05/2019;19;0;AO;08:00:00;2;0.1;0.358;0.48;0.092;NA;NA;
22/05/2019;19;0;AO;08:00:00;2;0.123;0.3315;0.467;0.047;NA;NA;
23/05/2019;19;0;AO;08:00:00;2;0.114;0.493;0.413;0.1;NA;NA;
27/05/2019;19;0;AO;08:00:00;2;0.107;0.278;0.489;0.076;NA;NA;
29/05/2019;19;0;AO;08:00:00;2;0.102;0.329;0.441;0.054;NA;NA;
03/06/2019;19;0;AO;08:00:00;2;0.101;0.319;0.472;0.084;NA;NA;
04/06/2019;19;0;AO;08:00:00;2;0.123;0.334;0.477;0.092;NA;NA;
07/06/2019;19;0;AO;08:00:00;2;0.1572;0.33;0.434;0.066;NA;NA;
11/06/2019;19;0;AO;08:00:00;2;0.0986;0.511;0.4214;0.078;NA;NA;
12/06/2019;19;0;AO;08:00:00;2;0.197;0.257;0.438133333333333;0.069;NA;NA;
14/06/2019;19;0;AO;08:00:00;2;0.107;0.304;0.452;0.076;NA;NA;
17/06/2019;19;0;AO;08:00:00;2;0.101;0.351875;0.438283333333333;0.086;NA;NA;
18/06/2019;19;0;AO;08:00:00;2;0.113;0.313;0.476;0.078;NA;NA;
19/06/2019;19;0;AO;08:00:00;2;0.094;0.326;0.446;0.078;NA;NA;
20/06/2019;19;0;AO;08:00:00;2;0.382;0.489;0.4364;0.074;NA;NA;
21/06/2019;19;0;AO;08:00:00;2;0.102;0.281;0.411;0.07;NA;NA;
24/06/2019;19;0;AO;08:00:00;2;0.078;0.313;0.414;0.082;NA;NA;
25/06/2019;19;0;AO;08:00:00;2;0.096;0.464;0.422706666666667;0.075;NA;NA;
26/06/2019;19;0;AO;08:00:00;2;0.087;0.267;0.339;0.06;NA;NA;
28/06/2019;19;0;AO;08:00:00;2;0.1074;0.328;0.379;0.063;NA;NA;
01/07/2019;19;0;AO;08:00:00;2;0.093;0.347;0.43;0.057;NA;NA;
03/07/2019;19;0;AO;08:00:00;2;0.1046;0.3176;0.414;0.053;NA;NA;
04/07/2019;19;0;AO;08:00:00;2;0.09;0.312;0.416;0.062;NA;NA;
05/07/2019;19;0;AO;08:00:00;2;0.535;0.3432;0.410741333333333;0.11;NA;NA;
28/05/2019;19;0;AO;08:00:00;2;0.1;0.316;0.484;0.075;NA;NA;
21/05/2019;19;0;AQ;08:00:00;2;0.479;0.506;0.568;0.286;0.398;0.204;
22/05/2019;19;0;AQ;08:00:00;2;0.428;0.591;0.531;0.2;0.306;0.142;
23/05/2019;19;0;AQ;09:00:00;2;0.639;0.8;0.5046;0.28;0.343;0.229;
27/05/2019;19;0;AQ;08:00:00;2;0.416;0.427;0.613;0.28;0.405;0.211;
29/05/2019;19;0;AQ;08:00:00;2;0.396;0.481;0.471;0.17;0.269;0.142;
03/06/2019;19;0;AQ;08:00:00;2;0.445;0.62;0.538;0.213;0.307;0.152;
04/06/2019;19;0;AQ;08:00:00;2;0.409;0.527;0.531;0.25;0.35;0.178;
07/06/2019;19;0;AQ;08:00:00;2;0.473;0.572;0.521;0.215;0.309;0.143;
11/06/2019;19;0;AQ;08:00:00;2;0.45625;0.546;0.48772;0.295;0.414;0.215;
12/06/2019;19;0;AQ;08:00:00;2;0.659;0.363;0.50772;0.423;0.512;0.38;
14/06/2019;19;0;AQ;08:00:00;2;0.462;0.472;0.536;0.25;0.373;0.184;
17/06/2019;19;0;AQ;08:00:00;2;0.405;0.5135;0.485864;0.298;0.419;0.219;
18/06/2019;19;0;AQ;08:00:00;2;0.476;0.445;0.555;0.285;0.407;0.206;
19/06/2019;19;0;AQ;08:00:00;2;0.415;0.417;0.517;0.191;0.3;0.138;
20/06/2019;19;0;AQ;08:00:00;2;0.4568;0.556;0.571;0.265;0.37;0.192;
21/06/2019;19;0;AQ;08:00:00;2;0.459;0.414;0.49;0.27;0.405;0.197;
24/06/2019;19;0;AQ;08:00:00;2;0.367;0.482;0.502;0.242;0.366;0.163;
25/06/2019;19;0;AQ;08:00:00;2;0.434;0.535;0.4859;0.23;0.355;0.166;
26/06/2019;19;0;AQ;08:00:00;2;0.375;0.41;0.432;0.171;0.245;0.12;
28/06/2019;19;0;AQ;08:00:00;2;0.4165;0.456;0.45;0.246;0.362;0.188;
01/07/2019;19;0;AQ;08:00:00;2;0.374;0.53;0.494;0.199;0.292;0.139;
03/07/2019;19;0;AQ;08:00:00;2;0.44645;0.4875;0.514;0.183;0.294;0.136;
04/07/2019;19;0;AQ;08:00:00;2;0.393;0.498;0.517;0.214;0.303;0.156;
05/07/2019;19;0;AQ;08:00:00;2;0.757;0.5009;0.4939728;0.247;0.343;0.183;
28/05/2019;19;0;AQ;08:00:00;2;0.437;0.453;0.517;0.27;0.42;0.201;
21/05/2019;19;0;BB;08:00:00;2;0.597;0.421;0.484;0.398;0.501;0.452;
22/05/2019;19;0;BB;08:00:00;2;0.428;0.356;0.494;0.306;0.445;0.363;
23/05/2019;19;0;BB;09:00:00;2;0.4708;0.543;0.4675;0.343;0.461;0.444;
27/05/2019;19;0;BB;08:00:00;2;0.478;0.382;0.483333333333333;0.405;0.54;0.459;
29/05/2019;19;0;BB;08:00:00;2;0.437;0.337;0.435;0.269;0.375;0.324;
03/06/2019;19;0;BB;08:00:00;2;0.557;0.336;0.516;0.307;0.368;0.37;
04/06/2019;19;0;BB;08:00:00;2;0.548;0.361;0.498;0.35;0.404;0.392;
07/06/2019;19;0;BB;08:00:00;2;0.415;0.323;0.498;0.309;0.414;0.355;
11/06/2019;19;0;BB;08:00:00;2;0.43175;0.392;0.501;0.414;0.532;0.459;
12/06/2019;19;0;BB;08:00:00;2;0.573;0.669;0.4738;0.512;0.653;0.63;
14/06/2019;19;0;BB;08:00:00;2;0.448;0.374;0.485;0.373;0.458;0.413;
17/06/2019;19;0;BB;08:00:00;2;0.505;0.402;0.48095;0.419;0.563;0.486;
18/06/2019;19;0;BB;08:00:00;2;0.497;0.406;0.564;0.407;0.529;0.475;
19/06/2019;19;0;BB;08:00:00;2;0.45655;0.401;0.478;0.3;0.402;0.341;
